Region,Country,Source Name,Type,Bias / Lean,Language,Notes,RSS_URL
Asia,Taiwan,China Times,Newspaper / Digital,Right,Chinese,Want Want Group; pro-PRC leaning,https://www.chinatimes.com/rss/
Asia,Taiwan,Apple Daily Taiwan,Digital,Center,Chinese,Tabloid; Next Digital (restructured),https://appledaily.com/feed/
Asia,Taiwan,CNA (Central News Agency),Wire Service,Center,Chinese / English,National news agency,https://www.cna.com.tw/rss/aall.aspx
Asia,Taiwan,The Reporter (報導者),Digital (Nonprofit),Center-Left,Chinese,Investigative nonprofit,https://www.twreporter.org/api/v2/index_page/news?format=rss
Asia,Taiwan,Taipei Times,Newspaper / Digital,Center-Left,English,English-language; Liberty Times sister,https://www.taipeitimes.com/rss
Asia,Taiwan,CommonWealth Magazine,Magazine / Digital,Center,Chinese,Business/policy analysis,https://www.cw.com.tw/rss/
Asia,Japan,The Asahi Shimbun,Newspaper / Digital,Center-Left,Japanese,Liberal broadsheet,https://www.asahi.com/rss/asahi/newsheadlines.rdf
Asia,Japan,The Yomiuri Shimbun,Newspaper / Digital,Center-Right,Japanese,World's largest circulation daily,https://www.yomiuri.co.jp/rss/
Asia,Japan,The Mainichi Shimbun,Newspaper / Digital,Center-Left,Japanese,Liberal daily,https://mainichi.jp/rss
Asia,Japan,Nikkei (Nihon Keizai Shimbun),Newspaper / Digital,Center-Right,Japanese,Business daily; FT owner,https://www.nikkei.com/rss/
Asia,Japan,Sankei Shimbun,Newspaper / Digital,Right,Japanese,Conservative; nationalist leaning,https://www.sankei.com/rss/
Asia,Japan,NHK,Public Broadcaster,Center,Japanese,Japan Broadcasting Corp,https://www3.nhk.or.jp/rss/news/cat0.xml
Asia,Japan,Kyodo News,Wire Service,Center,Japanese,Cooperative wire service,https://english.kyodonews.net/rss/all.xml
Asia,Japan,Jiji Press,Wire Service,Center,Japanese,Second wire service,https://www.jiji.com/rss/
Asia,Japan,The Japan Times,Newspaper / Digital,Center,English,Oldest English-language daily,https://www.japantimes.co.jp/feed/
Asia,Japan,Tokyo Shimbun,Newspaper / Digital,Left,Japanese,Progressive; critical of govt,https://www.tokyo-np.co.jp/list/rss/all.rss
Asia,Japan,Tōyō Keizai,Magazine / Digital,Center,Japanese,Business weekly,https://toyokeizai.net/list/rss/business
Asia,South Korea,Chosun Ilbo,Newspaper / Digital,Right,Korean,Largest conservative daily,https://www.chosun.com/arc/outboundfeeds/rss/?outputType=xml
Asia,South Korea,JoongAng Ilbo,Newspaper / Digital,Center-Right,Korean,Centrist-conservative; Samsung-founded,https://www.joongang.co.kr/RSS/joongang.xml
Asia,South Korea,Dong-A Ilbo,Newspaper / Digital,Center-Right,Korean,Conservative daily,https://rss.donga.com/total.xml
Asia,South Korea,Hankyoreh,Newspaper / Digital,Left,Korean,Progressive; employee-owned,https://www.hani.co.kr/rss
Asia,South Korea,Kyunghyang Shinmun,Newspaper / Digital,Center-Left,Korean,Progressive daily,https://www.khan.co.kr/rss/rssdata/kh_rss.xml
Asia,South Korea,KBS,Public Broadcaster,Center,Korean,Korean Broadcasting System,https://world.kbs.co.kr/rss/rss_english.htm
Asia,South Korea,MBC,Public Broadcaster,Center-Left,Korean,Munhwa Broadcasting Corp,https://imnews.imbc.com/rss/
Asia,South Korea,SBS,TV / Digital,Center,Korean,Private broadcaster,https://news.sbs.co.kr/news/rss/
Asia,South Korea,Yonhap News,Wire Service,Center,Korean,National wire service,https://en.yna.co.kr/RSS/news.xml
Asia,South Korea,The Korea Herald,Newspaper / Digital,Center,English,English-language daily,https://www.koreaherald.com/common/rss_xml.php?ct=102
Asia,South Korea,Newstapa,Digital (Nonprofit),Center-Left,Korean,Investigative; crowdfunded,https://newstapa.org/feed
Asia,South Korea,OhmyNews,Digital,Left,Korean,Citizen journalism pioneer,https://www.ohmynews.com/?feed=rss2
Asia,North Korea,KCNA,Wire Service,State-Controlled,Korean,Official state news agency,
Asia,North Korea,Rodong Sinmun,Newspaper,State-Controlled,Korean,Workers' Party organ,
Asia,Mongolia,Montsame,Wire Service,Center,Mongolian,State news agency,
Asia,Mongolia,UB Post,Newspaper / Digital,Center,English,English-language daily,
Asia,Mongolia,news.mn,Digital,Center,Mongolian,Major portal,
Asia,Singapore,The Straits Times,Newspaper / Digital,Center-Right,English,SPH Media; dominant; govt-aligned,https://www.straitstimes.com/news/world/rss.xml
Asia,Singapore,Channel NewsAsia (CNA),TV / Digital,Center,English,Mediacorp; regional reach,https://www.channelnewsasia.com/rssfeeds/8395986
Asia,Singapore,TODAY,Digital,Center,English,Mediacorp; free daily gone digital,
Asia,Singapore,Mothership,Digital,Center,English,Digital native,https://mothership.sg/feed/
Asia,Singapore,The Online Citizen,Digital,Center-Left,English,Independent; govt-targeted,https://www.theonlinecitizen.com/feed
Asia,Singapore,Lianhe Zaobao,Newspaper / Digital,Center,Chinese,Largest Chinese-language outside PRC/TW,https://www.zaobao.com.sg/rss/singapore
Asia,Malaysia,The Star,Newspaper / Digital,Center,English,MCA-linked; largest English,
Asia,Malaysia,New Straits Times,Newspaper / Digital,Center-Right,English,UMNO-linked,https://www.nst.com.my/feed
Asia,Malaysia,Malaysiakini,Digital,Center-Left,English / Malay,Independent digital; Steven Gan,https://www.malaysiakini.com/rss
Asia,Malaysia,The Edge,Newspaper / Digital,Center,English,Business focus,https://www.theedgemarkets.com/rss
Asia,Malaysia,Free Malaysia Today,Digital,Center,English / Malay,Independent,https://www.freemalaysiatoday.com/feed/
Asia,Malaysia,Utusan Malaysia,Newspaper / Digital,Right,Malay,Malay-nationalist; UMNO,https://www.utusan.com.my/feed/
Asia,Malaysia,Sinar Harian,Newspaper / Digital,Center,Malay,Largest Malay daily,https://www.sinarharian.com.my/feed/
Asia,Indonesia,Kompas,Newspaper / Digital,Center,Indonesian,Largest quality daily,https://rss.kompas.com/
Asia,Indonesia,Tempo,Magazine / Digital,Center-Left,Indonesian / English,Investigative newsmagazine,https://tempo.co/rss
Asia,Indonesia,The Jakarta Post,Newspaper / Digital,Center,English,English-language daily,https://www.thejakartapost.com/feed/
Asia,Indonesia,Detik.com,Digital,Center,Indonesian,Largest digital portal,https://rss.detik.com/index.php/detik_news
Asia,Indonesia,Tirto.id,Digital,Center-Left,Indonesian,Data-driven journalism,
Asia,Indonesia,CNN Indonesia,TV / Digital,Center,Indonesian,Trans Media,https://www.cnnindonesia.com/nasional/rss
Asia,Indonesia,Antara,Wire Service,Center,Indonesian,National news agency,https://en.antaranews.com/rss/topstories.rss
Asia,Indonesia,Republika,Newspaper / Digital,Center-Right,Indonesian,Islamic-oriented daily,https://www.republika.co.id/feed
Asia,Indonesia,Koran Tempo,Newspaper / Digital,Center-Left,Indonesian,Daily edition of Tempo,https://koran.tempo.co/feed/
Asia,Indonesia,Project Multatuli,Digital,Center-Left,Indonesian,Investigative nonprofit,https://projectmultatuli.org/feed/
Asia,Philippines,Philippine Daily Inquirer,Newspaper / Digital,Center-Left,English,Largest quality daily,https://www.inquirer.net/rss
Asia,Philippines,Philippine Star,Newspaper / Digital,Center,English,Second major daily,https://www.philstar.com/rss
Asia,Philippines,Rappler,Digital,Center-Left,English,Maria Ressa; Nobel laureate; targeted,https://www.rappler.com/feed/
Asia,Philippines,ABS-CBN,TV / Digital,Center,Filipino / English,Major network (franchise issues),https://news.abs-cbn.com/rss/news
Asia,Philippines,GMA News,TV / Digital,Center,Filipino / English,Major broadcast network,https://www.gmanetwork.com/rss
Asia,Philippines,Manila Bulletin,Newspaper / Digital,Center-Right,English,Oldest; establishment-friendly,https://mb.com.ph/rss/news
Asia,Philippines,PCIJ,Digital (Nonprofit),Center-Left,English,Philippine Center for Investigative Journalism,https://pcij.org/feed/
Asia,Philippines,Manila Times,Newspaper / Digital,Right,English,Pro-administration,https://www.manilatimes.net/rss
Asia,Thailand,Bangkok Post,Newspaper / Digital,Center,English,English-language daily,https://www.bangkokpost.com/rss/data/topstories.xml
Asia,Thailand,The Nation (Thailand),Newspaper / Digital,Center-Right,English,English-language; restructured,https://www.nationthailand.com/rss-feeds
Asia,Thailand,Matichon,Newspaper / Digital,Center-Left,Thai,Quality daily,https://www.matichon.co.th/feed
Asia,Thailand,Thai PBS,Public Broadcaster,Center,Thai,Independent public broadcaster,https://www.thaipbs.or.th/rss
Asia,Thailand,Prachatai,Digital,Left,Thai / English,Independent; human rights focus,https://prachatai.com/feed
Asia,Thailand,Khaosod English,Digital,Center-Left,English,English arm of Thai daily,https://www.khaosodenglish.com/feed/
Asia,Thailand,The Standard (TH),Digital,Center,Thai,Digital media,https://www.thestandard.co.th/feed
Asia,Thailand,Manager Daily,Newspaper / Digital,Right,Thai,Royalist conservative,https://mgronline.com/rss/
Asia,Vietnam,VnExpress,Digital,State-Controlled,Vietnamese,Largest portal; state-approved,https://vnexpress.net/rss/tin-muc-moi-nhat.rss
Asia,Vietnam,Tuổi Trẻ,Newspaper / Digital,State-Controlled,Vietnamese,Youth league paper; relatively dynamic,https://tuoitre.vn/rss/tin-moi-nhat.rss
Asia,Vietnam,VietnamNet,Digital,State-Controlled,Vietnamese / English,Ministry-owned portal,https://vietnamnet.vn/rss/
Asia,Vietnam,VNA (Vietnam News Agency),Wire Service,State-Controlled,Vietnamese,Official state wire,https://en.vietnamplus.vn/rss/home.rss
Asia,Vietnam,The Vietnamese,Digital,Center,Vietnamese,Exile media; overseas-based,https://thevietnamese.org/feed/
Asia,Myanmar,The Irrawaddy,Digital,Center,Burmese / English,Exile/independent; critical of junta,https://www.irrawaddy.com/feed
Asia,Myanmar,Myanmar Now,Digital,Center,Burmese / English,Independent; underground since coup,https://myanmar-now.org/en/feed/
Asia,Myanmar,Mizzima,Digital,Center,Burmese / English,Independent,https://mizzima.com/feed
Asia,Myanmar,Global New Light of Myanmar,Newspaper,State-Controlled,English,Junta state paper,https://www.gnlm.com.mm/feed/
Asia,Myanmar,Democratic Voice of Burma (DVB),Digital / TV,Center-Left,Burmese,Exile-operated independent,https://english.dvb.no/feed/
Asia,Cambodia,VOD (Voice of Democracy),Digital / Radio,Center,Khmer,Independent (shutdown ordered 2023),https://vod.com.kh/feed/
Asia,Cambodia,Cambodia Daily,Digital,Center-Left,English,Closed 2017; online intermittent,https://www.cambodiadaily.com/feed/
Asia,Cambodia,Phnom Penh Post,Newspaper / Digital,Center,English,Sold 2018; independence questioned,https://www.phnompenhpost.com/rss.xml
Asia,Cambodia,CamboJA,Digital,Center,Khmer / English,Journalism association media,https://cambojanews.com/feed/
Asia,Laos,Vientiane Times,Newspaper / Digital,State-Controlled,English,State-run English daily,https://vientianetimes.org.la/?feed=rss2
Asia,Laos,KPL (Lao News Agency),Wire Service,State-Controlled,Lao,State news agency,https://kpl.net.la/en/rss
Asia,Brunei,Borneo Bulletin,Newspaper / Digital,State-Controlled,English,Only English daily; restricted press,https://borneobulletin.com.bn/feed/
Asia,Timor-Leste,Tatoli,Wire Service,Center,Portuguese / Tetum,National news agency,https://tatoli.tl/feed
Asia,Timor-Leste,Tempo Timor,Digital,Center,Tetum / Portuguese,Independent,https://tempotimor.com/feed/
Asia,India,The Hindu,Newspaper / Digital,Center-Left,English,Chennai-based; quality broadsheet,https://www.thehindu.com/feeder/default.rss
Asia,India,The Times of India,Newspaper / Digital,Center,English,Largest English daily globally,https://timesofindia.indiatimes.com/rssfeedstopstories.cms
Asia,India,Hindustan Times,Newspaper / Digital,Center,English,Second largest English,https://www.hindustantimes.com/feeds/rss/latest-news/rssfeed.xml
Asia,India,The Indian Express,Newspaper / Digital,Center,English,Strong investigative tradition,https://indianexpress.com/feed/
Asia,India,The Economic Times,Newspaper / Digital,Center-Right,English,Business daily; Times Group,https://economictimes.indiatimes.com/rssfeedsdefault.cms
Asia,India,NDTV,TV / Digital,Center-Left,English / Hindi,Now Adani-owned; was independent,https://feeds.feedburner.com/ndtvnews-top-stories
Asia,India,Republic TV,TV / Digital,Right,English / Hindi,Pro-BJP; Arnab Goswami,https://www.republicworld.com/rss/
Asia,India,Times Now,TV / Digital,Right,English,Times Network; pro-govt lean,https://www.timesnownews.com/rss
Asia,India,India Today,Magazine / TV / Digital,Center,English / Hindi,Major media group,https://www.indiatoday.in/rss/home
Asia,India,The Wire,Digital,Center-Left,English,"Independent; MK Venu, Siddharth Varadarajan",https://thewire.in/rss/
Asia,India,Scroll.in,Digital,Center-Left,English,Independent digital,https://scroll.in/rss
Asia,India,The Quint,Digital,Center-Left,English,Digital-first,https://www.thequint.com/feed
Asia,India,Newslaundry,Digital,Center-Left,English,Media criticism; subscriber-funded,https://www.newslaundry.com/feed
Asia,India,OpIndia,Digital,Right,English / Hindi,Right-wing; Hindutva-adjacent,https://www.opindia.com/feed/
Asia,India,Swarajya,Magazine / Digital,Right,English,Hindu nationalist intellectual,https://swarajyamag.com/feed
Asia,India,The Print,Digital,Center,English,Shekhar Gupta; balanced,https://theprint.in/feed/
Asia,India,PTI (Press Trust of India),Wire Service,Center,English,National wire service,https://feeds.ptinews.com/rss/pti_news.xml
Asia,India,Dainik Jagran,Newspaper / Digital,Center-Right,Hindi,Largest Hindi daily,https://www.jagran.com/rss/news-national.xml
Asia,India,Amar Ujala,Newspaper / Digital,Center,Hindi,Major Hindi daily,https://www.amarujala.com/feed/breaking-news.xml
Asia,India,Dainik Bhaskar,Newspaper / Digital,Center,Hindi,Major Hindi media group,https://www.bhaskar.com/rss-feed/1061/
Asia,India,The News Minute,Digital,Center-Left,English,South India focused,https://www.thenewsminute.com/feed
Asia,India,Alt News,Digital,Center,English / Hindi,Fact-checking,https://www.altnews.in/feed/
Asia,Pakistan,Dawn,Newspaper / Digital,Center-Left,English,Leading English daily; Jang Group rival,https://www.dawn.com/feeds/home
Asia,Pakistan,The News International,Newspaper / Digital,Center,English,Jang Group,https://www.thenews.com.pk/rss/
Asia,Pakistan,Geo TV,TV / Digital,Center,Urdu,Largest TV network; Jang Group,https://www.geo.tv/rss
Asia,Pakistan,Express Tribune,Newspaper / Digital,Center,English,Lakson Group,https://tribune.com.pk/news/feed
Asia,Pakistan,Jang,Newspaper / Digital,Center,Urdu,Largest Urdu daily,https://jang.com.pk/rss
Asia,Pakistan,ARY News,TV / Digital,Center-Right,Urdu / English,Pro-PTI/Imran Khan leaning,https://arynews.tv/feed
Asia,Pakistan,Bol News,TV / Digital,Right,Urdu,Controversy-prone; sensationalist,https://www.bolnews.com/feed
Asia,Pakistan,APP (Associated Press of Pakistan),Wire Service,State-Controlled,Urdu / English,State wire service,https://www.app.com.pk/feed/
Asia,Bangladesh,The Daily Star,Newspaper / Digital,Center,English,Leading English daily,https://www.thedailystar.net/rss.xml
Asia,Bangladesh,Prothom Alo,Newspaper / Digital,Center,Bengali,Largest Bengali daily,https://www.prothomalo.com/feed
Asia,Bangladesh,bdnews24.com,Digital,Center,Bengali / English,First online news outlet,https://bdnews24.com/rss/
Asia,Bangladesh,Dhaka Tribune,Newspaper / Digital,Center,English,Quality English daily,https://www.dhakatribune.com/feed/
Asia,Bangladesh,New Age,Newspaper / Digital,Center-Left,English,Progressive daily,
Asia,Bangladesh,BSS (Bangladesh Sangbad Sangstha),Wire Service,State-Controlled,Bengali,State news agency,
Asia,Sri Lanka,Daily Mirror (LK),Newspaper / Digital,Center,English,Major English daily,https://www.dailymirror.lk/rss
Asia,Sri Lanka,Sunday Times (LK),Newspaper / Digital,Center,English,Wijeya Newspapers,https://www.sundaytimes.lk/?feed=rss2
Asia,Sri Lanka,Groundviews,Digital,Center-Left,English,Citizen journalism; CPA,https://groundviews.org/feed/
Asia,Sri Lanka,Lankadeepa,Newspaper / Digital,Center,Sinhala,Largest Sinhala daily,https://www.lankadeepa.lk/rss
Asia,Sri Lanka,Tamil Mirror,Newspaper / Digital,Center,Tamil,Tamil-language daily,https://www.tamizmirror.lk/feed/
Asia,Nepal,The Kathmandu Post,Newspaper / Digital,Center,English,Leading English daily,https://kathmandupost.com/rss
Asia,Nepal,Kantipur,Newspaper / Digital,Center,Nepali,Largest Nepali daily,https://ekantipur.com/rss
Asia,Nepal,Republica,Newspaper / Digital,Center,English,Nagarik's English edition,https://myrepublica.nagariknetwork.com/feed/
Asia,Nepal,Online Khabar,Digital,Center,Nepali / English,Digital native,https://www.onlinekhabar.com/feed
Asia,Afghanistan,TOLOnews,TV / Digital,Center,Dari / Pashto,Largest Afghan network; under Taliban pressure,https://tolonews.com/rss.xml
Asia,Afghanistan,Pajhwok Afghan News,Wire Service / Digital,Center,Multi,Independent news agency,https://www.pajhwok.com/en/rss.xml
Asia,Afghanistan,Hasht-e Subh,Newspaper / Digital,Center,Dari,Largest daily; resistance-adjacent,https://8am.af/rss/
Asia,Afghanistan,Bakhtar News Agency,Wire Service,State-Controlled,Dari / Pashto,Taliban-controlled state agency,
Asia,Bhutan,Kuensel,Newspaper / Digital,Center,English / Dzongkha,National newspaper,https://kuenselonline.com/feed/
Asia,Bhutan,BBS (Bhutan Broadcasting Service),Public Broadcaster,Center,Dzongkha,State broadcaster,https://www.bbs.bt/feed
Asia,Maldives,Maldives Independent,Digital,Center,English,Independent (predecessor shuttered),https://maldivesindependent.com/feed/
Asia,Maldives,Raajje.mv,Digital,Center,Dhivehi,Digital outlet,https://raajje.mv/rss
Asia,Maldives,PSM (Public Service Media),Public Broadcaster,State-Controlled,Dhivehi,Government broadcaster,
Asia,Kazakhstan,Tengrinews,Digital,Center,Kazakh / Russian,Major portal,https://tengrinews.kz/rss/
Asia,Kazakhstan,Vlast.kz,Digital,Center-Left,Russian,Independent; analytical,https://vlast.kz/rss/
Asia,Kazakhstan,Kazakh TV / Khabar,TV,State-Controlled,Kazakh,State TV,https://www.khabar.kz/rss
Asia,Kazakhstan,Mediazona Central Asia,Digital,Center,Russian,Investigative; prison/rights,https://centralasia.mediazona.ca/rss/
Asia,Uzbekistan,Kun.uz,Digital,Center,Uzbek / Russian,Major portal,https://kun.uz/rss
Asia,Uzbekistan,Gazeta.uz,Digital,Center,Uzbek / Russian,Quality digital,https://www.gazeta.uz/rss/
Asia,Uzbekistan,UzA,Wire Service,State-Controlled,Uzbek,National news agency,https://www.uza.uz/rss
Asia,Kyrgyzstan,Kloop,Digital,Center-Left,Kyrgyz / Russian,Investigative (blocked/targeted),https://kloop.kg/feed/
Asia,Kyrgyzstan,Kaktus Media,Digital,Center,Russian / Kyrgyz,Independent digital,https://kaktus.media/rss
Asia,Kyrgyzstan,24.kg,Digital,Center,Russian / Kyrgyz,Major portal,https://24.kg/rss
Asia,Tajikistan,Asia-Plus,Newspaper / Digital,Center,Tajik / Russian,Leading independent outlet,https://www.asiaplustj.info/rss.xml
Asia,Tajikistan,Khovar,Wire Service,State-Controlled,Tajik,National news agency,https://khovar.tj/feed/
Asia,Turkmenistan,TDH (Turkmen State News),Wire Service,State-Controlled,Turkmen,State news; among most censored,https://tdh.gov.tm/rss.xml
Asia,Turkmenistan,Turkmen.news,Digital,Center,Russian / Turkmen,Exile-based independent,https://turkmen.news/feed/
Asia,Turkmenistan,Chronicles of Turkmenistan,Digital,Center,Russian / English,Exile media,https://www.hronikatm.com/feed
Middle East,Turkey,Hürriyet,Newspaper / Digital,Center-Right,Turkish,Demirören Group; formerly independent,https://www.hurriyet.com.tr/rss/anasayfa
Middle East,Turkey,Cumhuriyet,Newspaper / Digital,Center-Left,Turkish,Secular republican; journalists jailed,https://www.cumhuriyet.com.tr/rss
Middle East,Turkey,Sözcü,Newspaper / Digital,Center-Left,Turkish,Secularist; opposition,https://www.sozcu.com.tr/rss/
Middle East,Turkey,Sabah,Newspaper / Digital,Right,Turkish,Pro-AKP; Turkuaz Medya,https://www.sabah.com.tr/rss
Middle East,Turkey,Yeni Şafak,Newspaper / Digital,Right,Turkish,Islamist conservative; pro-Erdoğan,https://www.yenisafak.com/rss
Middle East,Turkey,Bianet,Digital,Center-Left,Turkish / English,Independent; human rights focus,https://bianet.org/?feed=rss2
Middle East,Turkey,Medyascope,Digital,Center-Left,Turkish,Independent digital / YouTube,https://medyascope.tv/feed
Middle East,Turkey,Ahval News,Digital,Center,Turkish / English,Exile-based independent,https://ahvalnews.com/en/rss.xml
Middle East,Turkey,TRT World,TV / Digital,State-Controlled,Turkish / English,State broadcaster international,https://www.trtworld.com/rss.xml
Middle East,Turkey,Anadolu Agency (AA),Wire Service,State-Controlled,Turkish / Multi,State wire service,https://www.aa.com.tr/en/rss/default.rss
Middle East,Turkey,Daily Sabah,Newspaper / Digital,Right,English,English-language pro-govt,https://www.dailysabah.com/rss
Middle East,Turkey,Duvar,Digital,Center-Left,Turkish,Independent,https://www.gazeteduvar.com.tr/feed/
Middle East,Israel,Haaretz,Newspaper / Digital,Center-Left,Hebrew / English,Liberal quality daily,https://www.haaretz.com/srv/haaretz-en-rss-new.xml
Middle East,Israel,Yedioth Ahronoth / Ynet,Newspaper / Digital,Center,Hebrew,Largest daily,https://www.ynet.co.il/Integration/StoryRss2.xml
Middle East,Israel,Israel Hayom,Newspaper / Digital,Right,Hebrew,Free daily; pro-Netanyahu,https://www.israelhayom.com/feed/
Middle East,Israel,The Times of Israel,Digital,Center,English / Multi,English-language; David Horovitz,https://www.timesofisrael.com/feed/
Middle East,Israel,The Jerusalem Post,Newspaper / Digital,Center-Right,English,English-language; right shift under ownership,https://www.jpost.com/rss/rssfeedsfrontpage.aspx
Middle East,Israel,Kan,Public Broadcaster,Center,Hebrew,Israeli Public Broadcasting,https://www.kan.org.il/rss/
Middle East,Israel,Channel 12 / 13 / 14,TV,Varies,Hebrew,Commercial TV; Ch14 is right-wing,https://www.mako.co.il/rss/news
Middle East,Israel,+972 Magazine,Digital,Left,English,Israeli-Palestinian independent,https://www.972mag.com/feed
Middle East,Israel,Mako / N12,Digital / TV,Center,Hebrew,Keshet Media; Channel 12 digital,https://www.mako.co.il/rss/news
Middle East,Israel,Walla!,Digital,Center,Hebrew,Major portal,https://rss.walla.co.il/feed/22
Middle East,Israel,Local Call (Sikha Mekomit),Digital,Left,Hebrew,+972 Hebrew sister site,https://www.mekomit.co.il/feed/
Middle East,Palestine,Ma'an News,Wire Service / Digital,Center,Arabic / English,Independent network,https://www.maannews.net/rss.aspx
Middle East,Palestine,WAFA,Wire Service,State-Controlled,Arabic,Palestinian Authority news agency,http://www.wafa.ps/rss.aspx?id=206
Middle East,Palestine,Quds News Network,Digital,Center-Left,Arabic / English,Independent; Gaza-based,https://qudsnen.co/rss
Middle East,Palestine,Mondoweiss,Digital,Left,English,Pro-Palestinian; US-based,https://mondoweiss.net/feed/
Middle East,Lebanon,L'Orient-Le Jour,Newspaper / Digital,Center,French,Leading Francophone daily,https://today.lorientlejour.com/feed
Middle East,Lebanon,The Daily Star (Lebanon),Newspaper / Digital,Center,English,English-language (reduced operations),https://www.dailystar.com.lb/rss.aspx
Middle East,Lebanon,An-Nahar,Newspaper / Digital,Center,Arabic,Largest Arabic daily; anti-Hezbollah,https://www.annahar.com/rss
Middle East,Lebanon,Al-Akhbar,Newspaper / Digital,Left,Arabic,Pro-Hezbollah / resistance axis,https://al-akhbar.com/rss
Middle East,Lebanon,Al Manar,TV / Digital,Far Left,Arabic,Hezbollah TV,https://www.almanar.com.lb/rss
Middle East,Lebanon,MTV Lebanon,TV / Digital,Center-Right,Arabic,Christian / anti-Hezbollah,https://www.mtv.com.lb/rss
Middle East,Lebanon,Daraj,Digital,Center-Left,Arabic,Independent investigative pan-Arab,https://daraj.com/feed/
Middle East,Lebanon,Megaphone,Digital,Left,Arabic,Social media-native; protest movement,https://www.megaphone.news/feed
Middle East,Jordan,The Jordan Times,Newspaper / Digital,Center,English,English-language daily,https://jordantimes.com/rss
Middle East,Jordan,Al Ghad,Newspaper / Digital,Center,Arabic,Major daily,https://alghad.com/feed/
Middle East,Jordan,Petra (JNA),Wire Service,State-Controlled,Arabic,Jordan News Agency,https://petra.gov.jo/rss.aspx
Middle East,Jordan,7iber,Digital,Center-Left,Arabic,Independent; culture/rights,https://7iber.com/feed/
Middle East,Iraq,Rudaw,TV / Digital,Center-Right,Kurdish / English / Arabic,KRG-linked; KDP-affiliated,https://www.rudaw.net/rss
Middle East,Iraq,NRT,TV / Digital,Center,Kurdish,PUK-adjacent,https://www.nrttv.com/en/rss/
Middle East,Iraq,Al-Mada,Newspaper / Digital,Center,Arabic,Quality Iraqi daily,https://almadapaper.net/feed
Middle East,Iraq,Iraq Oil Report,Digital,Center,English,Niche energy/policy,https://www.iraqoilreport.com/feed/
Middle East,Iraq,Kirkuk Now,Digital,Center,Multi,Independent; multi-ethnic focus,https://kirkuknow.com/en/feed/
Middle East,Iran,IRNA,Wire Service,State-Controlled,Farsi,Islamic Republic News Agency,https://en.irna.ir/rss
Middle East,Iran,Press TV,TV / Digital,State-Controlled,English,English-language state TV,https://www.presstv.ir/rss.xml
Middle East,Iran,Shargh,Newspaper / Digital,Center-Left,Farsi,Reformist daily (frequently shut down),https://sharghdaily.com/rss
Middle East,Iran,Kayhan,Newspaper / Digital,Far Right,Farsi,Hardline; Supreme Leader-appointed editor,https://kayhan.ir/rss
Middle East,Iran,Iran International,TV / Digital,Center-Right,Farsi,London-based exile; Saudi-linked,https://www.iranintl.com/en/rss
Middle East,Iran,Manoto,TV / Digital,Center,Farsi,London-based diaspora TV,https://manoto.com/rss
Middle East,Iran,IranWire,Digital,Center-Left,Farsi / English,Exile investigative,https://iranwire.com/fa/feed/
Middle East,Iran,Radio Farda / RFE,Radio / Digital,Center,Farsi,US-funded; RFE/RL Farsi service,https://www.radiofarda.com/api/zpqoveltk
Middle East,Saudi Arabia,Arab News,Newspaper / Digital,Center-Right,English,English-language; SRMG,https://www.arabnews.com/rss.xml
Middle East,Saudi Arabia,Saudi Gazette,Newspaper / Digital,Center-Right,English,English-language daily,https://saudigazette.com.sa/rss
Middle East,Saudi Arabia,Al Arabiya,TV / Digital,Center-Right,Arabic,MBC Group; Saudi-funded; pan-Arab,https://www.alarabiya.net/tools/rss
Middle East,Saudi Arabia,Asharq Al-Awsat,Newspaper / Digital,Center-Right,Arabic,Pan-Arab; Saudi-owned; London-based,https://english.aawsat.com/feed
Middle East,Saudi Arabia,SPA (Saudi Press Agency),Wire Service,State-Controlled,Arabic,State news agency,https://www.spa.gov.sa/rss/latest_news.xml
Middle East,Saudi Arabia,Okaz,Newspaper / Digital,Center-Right,Arabic,Major Arabic daily,https://www.okaz.com.sa/rss
Middle East,Saudi Arabia,Al Riyadh,Newspaper / Digital,State-Controlled,Arabic,State-aligned daily,https://www.alriyadh.com/rss/home
Middle East,UAE,The National (UAE),Newspaper / Digital,Center-Right,English,ADG Media; state-aligned,https://www.thenationalnews.com/rss
Middle East,UAE,Gulf News,Newspaper / Digital,Center,English,Dubai-based; Al Nisr Publishing,https://gulfnews.com/cms/rss/news.xml
Middle East,UAE,Khaleej Times,Newspaper / Digital,Center,English,Dubai English daily,https://www.khaleejtimes.com/rss/news
Middle East,UAE,WAM (Emirates News Agency),Wire Service,State-Controlled,Arabic / English,State wire,https://wam.ae/en/rss
Middle East,UAE,Al Ain News,Digital,Center-Right,Arabic,Abu Dhabi-linked,https://www.alainnews.ae/rss
Middle East,UAE,Sky News Arabia,TV / Digital,Center-Right,Arabic,Abu Dhabi Media / Sky partnership,https://www.skynewsarabia.com/rss.xml
Middle East,Qatar,Al Jazeera,TV / Digital,Center-Left,Arabic / English,Qatar-funded; global reach; pan-Arab,https://www.aljazeera.com/xml/rss/all.xml
Middle East,Qatar,Al Jazeera English,TV / Digital,Center-Left,English,English service; award-winning,https://www.aljazeera.com/xml/rss/all.xml
Middle East,Qatar,The Peninsula,Newspaper / Digital,Center,English,English-language daily,https://www.thepeninsulaqatar.com/rss.xml
Middle East,Qatar,QNA,Wire Service,State-Controlled,Arabic,Qatar News Agency,https://www.qna.org.qa/?feed=rss2
